Filename,Label_2015,XMin_2015,YMin_2015,XMax_2015,YMax_2015,Area_2015,Label_2016,XMin_2016,YMin_2016,XMax_2016,YMax_2016,Area_2016,Percentage_Decrease
tile_3500_3500.png(2),Lake,0.00039616824,0.67134446,0.33605304,1.0,0.110315494,Lake,0.0028689944,0.21660872,0.017213086,0.25081775,0.00049069745,99.55518718884584
tile_3500_3500.png(3),Lake,0.33655605,0.4450061,0.5408885,0.66358197,0.04466214,Lake,0.107067816,0.94570726,0.14647195,0.98487484,0.0015433646,96.54435591308432
tile_3500_3500.png(10),Lake,0.004775405,0.7882322,0.15525533,0.9969713,0.031411044,Lake,0.552062,0.75935453,0.5815552,0.78072035,0.0006301467,97.99386897169033
tile_4000_2500.png(1),Lake,0.6734523,0.96086895,0.77424186,0.99997324,0.003941303,0,0.0,0.0,0.0,0.0,0.0,100.0
tile_4000_2500.png(2),Lake,0.3857629,0.9009563,0.41882944,0.9191176,0.0006005332,0,0.0,0.0,0.0,0.0,0.0,100.0
tile_4000_2500.png(3),Lake,0.38399434,0.90949357,0.4201285,0.9317611,0.000804618,0,0.0,0.0,0.0,0.0,0.0,100.0
tile_4000_3000.png(5),Lake,0.0015278579,0.76157427,0.44864082,1.0,0.10660324,Lake,0.6915371,0.05843019,0.7201883,0.07526222,0.00048225842,99.54761373106483
tile_4000_3000.png(6),Lake,0.50631505,0.4630533,0.75276136,0.7085837,0.06051007,Lake,0.61232376,0.4680555,0.639958,0.48414102,0.0004445119,99.26539185956982
tile_4000_3000.png(7),Lake,0.85576546,0.10832031,0.99379075,0.54042,0.059640683,Lake,0.61381257,0.4750584,0.64020884,0.49473748,0.00051945413,99.12902719440689
tile_4000_3000.png(8),Lake,0.0025964738,0.82491916,0.36076933,1.0,0.062709205,Lake,0.68309313,0.038835853,0.71955466,0.066147275,0.0009958163,98.4120093692784
tile_4000_3000.png(10),Lake,0.5337114,0.05096207,0.9789087,0.6925969,0.28565413,Lake,0.6142606,0.48138103,0.6411862,0.49770927,0.0004396472,99.84609107524544
tile_4500_2000.png(3),Lake,0.7890966,0.36904824,0.9186637,0.6640566,0.038223375,Lake,0.9632249,0.37623242,0.9988238,0.40050325,0.0008640158,97.73956172106728
tile_4500_2000.png(11),Lake,0.7812642,0.29472095,0.82700604,0.33830172,0.0019934652,0,0.0,0.0,0.0,0.0,0.0,100.0
tile_4500_2500.png(7),Lake,0.1599915,0.0,1.0,0.42612192,0.35794604,Lake,0.52109516,0.17999575,0.6215015,0.22458902,0.004477448,98.74912766181183
tile_4500_2500.png(17),Lake,0.4824352,0.0031600476,0.98749846,0.5055082,0.2537176,Lake,0.45987946,0.44113103,0.4905993,0.46148655,0.00062531856,99.75353757090562
tile_4500_2500.png(19),Lake,0.49592453,4.6153367e-05,0.580383,0.039752346,0.0033535243,Lake,0.95230514,0.20250392,0.9916391,0.22159243,0.00075082615,77.61083317630948
tile_4500_2500.png(21),Lake,0.111562684,0.007883525,1.0,0.2768885,0.23899406,Lake,0.010654092,0.6472199,0.031274192,0.6735434,0.00054279313,99.7728842591318
tile_4500_2500.png(23),Lake,0.25941274,0.19820838,0.30319968,0.22405754,0.0011318559,Lake,0.4704387,0.44330794,0.49609843,0.45636088,0.00033493506,70.4083302476932
tile_4500_2500.png(27),Lake,0.021480083,0.0,0.5091551,0.29473576,0.14373526,Lake,0.5858911,0.5954544,0.61267656,0.61493003,0.0005216634,99.63706650685434
tile_4500_2500.png(28),Lake,0.23122807,0.010905839,0.46948662,0.11090373,0.023825353,0,0.0,0.0,0.0,0.0,0.0,100.0
tile_4500_2500.png(29),Lake,0.3206561,0.26536068,0.37017214,0.3032562,0.0018764371,0,0.0,0.0,0.0,0.0,0.0,100.0
tile_4500_3000.png(3),Lake,0.0051890346,0.0037299425,0.09721484,0.086336665,0.007601951,Lake,0.8026118,0.96726507,0.8462152,0.98807365,0.0009073239,88.06459157655712
tile_4500_3000.png(5),Lake,0.0,0.002329427,0.123837605,0.063100986,0.0075258045,Lake,0.0035344257,0.18168184,0.037736066,0.21045451,0.0009840725,86.92402254137747
tile_5000_1500.png(3),Lake,0.5564486,0.8557169,0.60245305,0.88040924,0.0011359588,0,0.0,0.0,0.0,0.0,0.0,100.0
tile_5000_2000.png(6),Lake,0.0,0.7265659,0.17258307,0.8476397,0.020895286,Lake,0.16211021,0.9114613,0.21633914,0.9695635,0.0031508198,84.92090608379326
tile_5000_2000.png(8),Lake,0.00844068,0.7439561,0.12825088,0.9056422,0.019371647,Lake,0.15664192,0.8902587,0.21320842,0.9783288,0.0049818177,74.28294197184164
tile_5000_2000.png(9),Lake,0.0,0.78153837,0.2856853,0.98767346,0.058889765,Lake,0.0026314796,0.85601217,0.10138118,0.96549606,0.010811502,81.64111879203458
tile_5000_2000.png(11),Lake,0.1414414,0.7953752,0.17818174,0.8405598,0.0016600955,0,0.0,0.0,0.0,0.0,0.0,100.0
tile_5000_2000.png(12),Lake,0.49199817,0.889845,0.54277056,0.94129,0.0026119864,0,0.0,0.0,0.0,0.0,0.0,100.0
tile_5000_2000.png(13),Lake,0.14019686,0.7646424,0.18912345,0.8198846,0.0027028117,0,0.0,0.0,0.0,0.0,0.0,100.0
tile_5000_2000.png(14),Lake,0.011046666,0.59125656,0.12121739,0.94813013,0.039317023,0,0.0,0.0,0.0,0.0,0.0,100.0
tile_5000_2000.png(15),Lake,0.05851674,0.75588834,0.117740944,0.7951314,0.0023241378,0,0.0,0.0,0.0,0.0,0.0,100.0
tile_5000_2000.png(16),Lake,0.008647609,0.78768307,0.10681279,0.83858585,0.0049968814,0,0.0,0.0,0.0,0.0,0.0,100.0
tile_5500_2000.png(3),Lake,0.5378491,0.1881491,0.8384817,0.7180096,0.15929334,Lake,0.4050704,0.29696923,0.48177138,0.32213283,0.0019300722,98.78835348671828
tile_5500_2000.png(12),Lake,0.48871928,0.2449585,0.7474561,0.37695503,0.03415236,Lake,0.36053154,0.28886613,0.39490044,0.30817696,0.0006636921,98.05667280387065
tile_5500_2000.png(14),Lake,0.78020906,0.73124546,0.9328815,0.81787205,0.01322549,Lake,0.18140922,0.009939204,0.23863612,0.027223973,0.0009891537,92.52085404775173
tile_5500_2000.png(16),Lake,0.49451256,0.25339517,0.7665127,0.4606881,0.05638371,0,0.0,0.0,0.0,0.0,0.0,100.0
tile_5500_2000.png(17),Lake,0.9735678,0.2652587,1.0,0.28125507,0.00042281943,0,0.0,0.0,0.0,0.0,0.0,100.0
tile_5500_2000.png(18),Lake,0.40676704,0.1713179,0.4373959,0.18964769,0.0005614204,0,0.0,0.0,0.0,0.0,0.0,100.0
tile_5500_2000.png(19),Lake,0.4165201,0.16827416,0.44027755,0.1843752,0.0003825196,0,0.0,0.0,0.0,0.0,0.0,100.0
tile_5500_2000.png(20),Lake,0.9748374,0.3882751,0.99792546,0.40465832,0.00037825666,0,0.0,0.0,0.0,0.0,0.0,100.0
tile_5500_2000.png(21),Lake,0.89150697,0.18355884,0.94911003,0.21897392,0.0020400172,0,0.0,0.0,0.0,0.0,0.0,100.0
tile_5500_2000.png(22),Lake,0.81931967,0.58203185,0.8667981,0.62669915,0.0021207337,0,0.0,0.0,0.0,0.0,0.0,100.0
tile_5500_2500.png(1),Lake,0.004929948,0.6196095,0.59879667,1.0,0.22590126,Lake,0.6705556,0.6285551,0.8020396,0.7234629,0.012478855,94.47596927967555
tile_5500_2500.png(7),Lake,0.36824858,0.45880604,0.56238216,0.59265244,0.02598408,Lake,0.9456083,0.9204292,0.9996304,0.9713974,0.0027534063,89.40348744308054
tile_5500_2500.png(14),Lake,0.43727675,0.47518656,0.7702257,0.84762853,0.12400416,Lake,0.76360637,0.4663058,0.7971906,0.48130974,0.0005038962,99.59364572930455
tile_5500_2500.png(15),Lake,0.102995746,0.23094502,0.1400186,0.29264626,0.0022843557,Lake,0.35922787,0.08536001,0.38751778,0.1059667,0.0005829615,74.48026592355997
tile_5500_2500.png(17),Lake,0.0,0.53964657,0.26404294,0.89391214,0.093541324,Lake,0.9161391,0.13743241,0.94158715,0.15159355,0.00036037303,99.61474457000416
tile_5500_2500.png(20),Lake,0.53872246,0.67268956,0.7514521,0.85545045,0.038878657,Lake,0.5087216,0.24063364,0.5352846,0.2552374,0.0003879196,99.00222993813803
tile_5500_3500.png(11),Lake,0.0,0.8732835,0.25924417,1.0,0.03285051,Lake,0.25924015,0.6128471,0.28629827,0.6354833,0.00061249407,98.13551122950604
tile_6000_2500.png(4),Lake,0.40928552,0.16170122,0.51147705,0.23603044,0.007595818,Lake,0.73623115,0.03212738,0.7782766,0.059370197,0.0011454371,84.92016133087971
tile_6000_2500.png(5),Lake,0.29889396,0.0,0.4982438,0.16130848,0.03215682,Lake,0.5357388,0.019816702,0.57568157,0.044684436,0.0009932854,96.91112056478221
tile_6000_2500.png(6),Lake,0.35100183,0.0,0.50483096,0.22701755,0.03492191,Lake,0.7373234,0.030645786,0.7715899,0.07130005,0.0013930782,96.01087626650433
tile_6000_2500.png(8),Lake,0.94314426,0.8867616,0.99479336,0.9718995,0.0043972954,Lake,0.74523896,0.034882057,0.77841336,0.07211552,0.0012351975,71.9100631720125
tile_6000_3000.png(11),Lake,0.0,0.12219322,0.6882357,0.8770385,0.51951146,Lake,0.020630574,0.067194976,0.07523238,0.12588555,0.003204611,99.3831491224467
tile_6000_3000.png(16),Lake,0.1013094,0.107164316,0.90158236,0.5891432,0.38571468,Lake,0.8277389,0.58079755,0.86474943,0.6065167,0.0009518805,99.75321641893433
tile_6000_3500.png(1),Lake,0.6841305,0.73040265,0.97103924,0.8542328,0.03552795,Lake,0.4981371,0.5297224,0.5922227,0.6118504,0.0077270614,78.25075356163246
tile_6000_3500.png(3),Lake,0.47773844,0.393604,0.5833836,0.50015354,0.011256444,Lake,0.15935214,0.7228683,0.21235442,0.7836223,0.0032201007,71.39326860241123
tile_6000_3500.png(4),Lake,0.691072,0.7218158,0.8204568,0.84284365,0.015659163,Lake,0.37176284,0.9354855,0.40430418,0.96439284,0.00094068405,93.99275650939964
tile_6000_3500.png(5),Lake,0.47613287,0.38821876,0.5966324,0.5521199,0.019750016,Lake,0.14637397,0.45901057,0.17290394,0.47856268,0.0005187169,97.37358744418232
tile_6000_3500.png(10),Lake,0.682707,0.6955329,0.8848777,0.8578126,0.03280819,Lake,0.23859346,0.60291123,0.28019866,0.6298077,0.0011190334,96.58916447387071
tile_6000_3500.png(23),Lake,0.55846983,0.9121267,0.6344835,0.9865349,0.0056560393,Lake,0.21242376,0.83403313,0.24534969,0.85916054,0.00082734344,85.37238876681779
tile_6500_3000.png(37),Lake,0.2413655,0.37304398,0.2951054,0.40294123,0.0016066745,Lake,0.75191957,0.34007484,0.77572864,0.3530275,0.00030839076,80.80564793926834
tile_6500_3000.png(39),Lake,0.74692124,0.50484747,0.7727952,0.5258514,0.00054345565,0,0.0,0.0,0.0,0.0,0.0,100.0
tile_6500_3500.png(7),Lake,0.29513684,0.2314177,0.40239272,0.27957335,0.0051649767,Lake,0.15625559,0.5649527,0.18951015,0.59401447,0.0009664373,81.28864163123912
tile_6500_3500.png(9),Lake,0.88300383,0.3760052,0.98488045,0.64251804,0.027151426,Lake,0.952607,0.58955926,0.9992348,0.7371518,0.0068819188,74.6535640522159
tile_6500_3500.png(11),Lake,0.86222184,0.25975162,0.9349179,0.41799617,0.01150376,Lake,0.14193523,0.62952584,0.17982137,0.660524,0.0011744011,89.79115437039717
